state,year,new_401k_plans,new_401k_with_employees,new_esrp_plans,establishments,employment,susb_firms_all,susb_estabs_all,susb_firms_0_4,susb_estabs_0_4,susb_firms_5_9,susb_estabs_5_9,susb_firms_10_19,susb_estabs_10_19,susb_firms_20_99,susb_estabs_20_99,susb_firms_100_499,susb_estabs_100_499,susb_firms_500plus,susb_estabs_500plus,susb_firms_5plus,susb_estabs_5plus,rate_per_1000_estabs,esrp_rate_per_1000_estabs,with_employees_rate_per_1000_estabs,new_401k_per_1000_firms,new_401k_per_1000_firms_5plus,new_401k_with_employees_per_1000_firms,new_401k_with_employees_per_1000_firms_5plus,esrp_rate_per_1000_firms,first_treatment_year,treated,event_time,cohort
WI,2020,683,643,797,141326.0,2599347.0,108122.0,141326.0,58742.0,58870.0,18709.0,18950.0,12738.0,13449.0,12212.0,16209.0,2812.0,8098.0,2909.0,25750.0,49380.0,82456.0,4.832797928194387,5.6394435560335685,4.549764374566605,6.316938273431864,13.831510733090319,5.946985812323117,13.021466180639935,7.3713027875917945,inf,0,,0
WI,2021,681,629,768,142496.0,2518727.0,109399.0,142496.0,60558.0,60696.0,18932.0,19217.0,12787.0,13469.0,11486.0,15517.0,2730.0,7913.0,2906.0,25684.0,48841.0,81800.0,4.7790815180777,5.389624971929036,4.414158993936672,6.22491978902915,13.943203456112693,5.749595517326483,12.878524190741386,7.0201738589932265,inf,0,,0
WI,2022,828,741,888,144443.0,2600303.0,110613.0,144443.0,60945.0,61073.0,18833.0,19061.0,12828.0,13507.0,12155.0,16471.0,2833.0,8210.0,3019.0,26121.0,49668.0,83370.0,5.732365015957852,6.14775378523016,5.1300513005130055,7.485557755417537,16.670693404203913,6.699031759377289,14.919062575501329,8.027989476824605,inf,0,,0
WI,2023,841,763,891,144774.0,2642958.0,110613.0,144443.0,60945.0,61073.0,18833.0,19061.0,12828.0,13507.0,12155.0,16471.0,2833.0,8210.0,3019.0,26121.0,49668.0,83370.0,5.809054111926174,6.154419992540097,5.270283338168456,7.603084628389069,16.93243134412499,6.89792339055988,15.362003704598536,8.055111062894959,inf,0,,0
WI,2024,802,592,851,144774.0,2642958.0,110613.0,144443.0,60945.0,61073.0,18833.0,19061.0,12828.0,13507.0,12155.0,16471.0,2833.0,8210.0,3019.0,26121.0,49668.0,83370.0,5.539668725047315,5.878127288048959,4.089132026468841,7.250504009474474,16.14721752436176,5.351992984549737,11.919143110252072,7.693489915290246,inf,0,,0
WV,2017,88,85,109,36522.0,549413.0,26749.0,36522.0,14100.0,14112.0,4997.0,5048.0,2994.0,3199.0,2598.0,3828.0,747.0,2237.0,1313.0,8098.0,12649.0,22410.0,2.40950659876239,2.984502491648869,2.327364328350036,3.2898426109387264,6.957071705273144,3.1776888855658156,6.719898806229741,4.074918688549104,inf,0,,0
WV,2018,93,91,132,35963.0,554567.0,26354.0,35963.0,13861.0,13883.0,4816.0,4864.0,3062.0,3266.0,2537.0,3671.0,758.0,2176.0,1320.0,8103.0,12493.0,22080.0,2.5859911575786225,3.670439062369658,2.5303784445124156,3.528876071943538,7.444168734491315,3.4529862639447524,7.284079084287201,5.0087273279198605,inf,0,,0
WV,2019,106,100,145,35795.0,554433.0,26054.0,35795.0,13637.0,13664.0,4818.0,4872.0,2943.0,3139.0,2569.0,3618.0,750.0,2368.0,1337.0,8134.0,12417.0,22131.0,2.961307445173907,4.050845090096383,2.793686269031988,4.068473171106165,8.536683578964322,3.838182236892608,8.053475074494644,5.5653642434942805,inf,0,,0
WV,2020,74,72,104,35323.0,542148.0,25565.0,35323.0,13411.0,13437.0,4676.0,4742.0,2911.0,3105.0,2472.0,3453.0,739.0,2395.0,1356.0,8191.0,12154.0,21886.0,2.0949522973699857,2.9442572827902502,2.0383319650086347,2.894582436925484,6.088530524930063,2.816350479170741,5.9239756458779,4.068061803246626,inf,0,,0
WV,2021,104,100,143,35316.0,519122.0,25543.0,35316.0,13589.0,13620.0,4714.0,4780.0,2878.0,3082.0,2310.0,3290.0,718.0,2297.0,1334.0,8247.0,11954.0,21696.0,2.944840865330162,4.049156189828973,2.8315777551251555,4.07156559527072,8.700016730801405,3.914966918529539,8.365400702693659,5.59840269349724,inf,0,,0
WV,2022,110,99,160,35530.0,540468.0,25765.0,35530.0,13580.0,13601.0,4658.0,4718.0,2944.0,3146.0,2479.0,3555.0,715.0,2233.0,1389.0,8277.0,12185.0,21929.0,3.0959752321981426,4.503236701379116,2.7863777089783284,4.269357655734524,9.027492819039804,3.842421890161071,8.124743537135823,6.209974771977489,inf,0,,0
WV,2023,125,109,160,35839.0,551240.0,25765.0,35530.0,13580.0,13601.0,4658.0,4718.0,2944.0,3146.0,2479.0,3555.0,715.0,2233.0,1389.0,8277.0,12185.0,21929.0,3.487820530706772,4.464410279304668,3.041379502776305,4.851542790607414,10.258514567090685,4.230545313409664,8.945424702503077,6.209974771977489,inf,0,,0
WV,2024,112,71,137,35839.0,551240.0,25765.0,35530.0,13580.0,13601.0,4658.0,4718.0,2944.0,3146.0,2479.0,3555.0,715.0,2233.0,1389.0,8277.0,12185.0,21929.0,3.125087195513268,3.822651301654622,1.9810820614414464,4.346982340384242,9.191629052113255,2.755676305065011,5.826836274107509,5.317290898505726,inf,0,,0
WY,2017,51,47,100,21148.0,201864.0,18125.0,21148.0,11046.0,11052.0,2900.0,2934.0,1702.0,1785.0,1306.0,1886.0,378.0,901.0,793.0,2590.0,7079.0,10096.0,2.411575562700965,4.728579534707774,2.222432381312654,2.8137931034482757,7.204407402175448,2.593103448275862,6.639355841220511,5.517241379310344,inf,0,,0
WY,2018,72,70,89,21336.0,205786.0,18386.0,21336.0,11230.0,11246.0,2954.0,2985.0,1730.0,1810.0,1287.0,1799.0,375.0,877.0,810.0,2619.0,7156.0,10090.0,3.374578177727784,4.171353580802399,3.2808398950131235,3.9160230610246924,10.061486864169929,3.8072446426628956,9.782001117942986,4.840639617099967,inf,0,,0
WY,2019,84,77,113,21578.0,207016.0,18597.0,21578.0,11408.0,11430.0,2956.0,2987.0,1692.0,1784.0,1335.0,1831.0,386.0,881.0,820.0,2665.0,7189.0,10148.0,3.892853832607285,5.236815274816943,3.568449346556678,4.516857557670592,11.684518013631937,4.140452761198042,10.710808179162608,6.0762488573425815,inf,0,,0
WY,2020,84,72,102,21770.0,206266.0,18801.0,21770.0,11569.0,11589.0,2961.0,2997.0,1719.0,1808.0,1337.0,1777.0,372.0,873.0,843.0,2726.0,7232.0,10181.0,3.8585209003215435,4.6853468075333025,3.307303628847037,4.467847454922611,11.615044247787612,3.829583532790809,9.955752212389381,5.425243338120313,inf,0,,0
WY,2021,97,85,120,22474.0,198810.0,19486.0,22474.0,12209.0,12229.0,3066.0,3106.0,1763.0,1843.0,1255.0,1703.0,353.0,812.0,840.0,2781.0,7277.0,10245.0,4.316098602829937,5.339503426181365,3.7821482602118004,4.977932874884533,13.329668819568504,4.362106127476136,11.68063762539508,6.158267474083958,inf,0,,0
WY,2022,131,116,145,23196.0,208024.0,20059.0,23196.0,12574.0,12586.0,3031.0,3062.0,1770.0,1854.0,1412.0,1949.0,386.0,853.0,886.0,2892.0,7485.0,10610.0,5.6475254354199,6.25107777202966,5.0008622176237285,6.5307343337155395,17.501670006680026,5.7829403260381875,15.497661990647963,7.228675407547734,inf,0,,0
WY,2023,146,126,155,23865.0,212203.0,20059.0,23196.0,12574.0,12586.0,3031.0,3062.0,1770.0,1854.0,1412.0,1949.0,386.0,853.0,886.0,2892.0,7485.0,10610.0,6.117745652629373,6.494866959983239,5.279698302954117,7.2785283413928905,19.50567802271209,6.281469664489755,16.833667334669336,7.727204745999302,inf,0,,0
WY,2024,189,123,199,23865.0,212203.0,20059.0,23196.0,12574.0,12586.0,3031.0,3062.0,1770.0,1854.0,1412.0,1949.0,386.0,853.0,886.0,2892.0,7485.0,10610.0,7.919547454431176,8.338571129268804,5.153991200502828,9.422204496734633,25.25050100200401,6.131910862954285,16.432865731462925,9.920733835186201,inf,0,,0
